LAD22CD,LAD22NM,TotHhold,VehsReg,CarOwnRates,EVReg,EVRate,CarRedincCC,CCCarOwn,CCredCarOwn,EVincCC,EVRateincCC,ChangeEVuptake
E09000005,Brent,113818,91380,0.80286070744522,4535,0.0496279273363975,91371,0.802781633836476,-0.0027675763060323834,4544,0.0497307709145033,0.38879862471162174
E07000068,Brentwood,31034,41253,1.32928401108462,1031,0.0249921217850823,41244,1.32899400657344,-0.0026100406006314995,1040,0.0252151775972845,0.20337623106749292
W06000013,Bridgend,60713,78385,1.29107439922257,1948,0.0248516935638196,78376,1.29092616078929,-0.002816530232404887,1957,0.0249690598007068,0.23020725036043344
E06000043,Brighton and Hove,121400,92365,0.760831960461285,2338,0.0253126184160667,92356,0.760757825370675,-0.002446457990115303,2347,0.0254122589516766,0.368240534142896
E06000023,"Bristol, City of",188845,183407,0.971203897376155,4157,0.0226654380694303,183398,0.971156239243824,-0.0027165135428525674,4166,0.0227155000845152,0.301755537232431
E07000144,Broadland,57047,79610,1.39551597805318,1547,0.0194322321316418,79601,1.39535821340298,-0.002839763703612759,1556,0.0195472475565941,0.2094788174044176
E09000006,Bromley,134505,142398,1.05868183338909,4167,0.0292630514473518,142389,1.05861492137839,-0.002609568417530913,4176,0.0293279022403259,0.2619019087974009
E07000234,Bromsgrove,39978,59047,1.47698734303867,1527,0.0258607549917862,59038,1.47676221922057,-0.003151733453399371,1536,0.0260167008248785,0.22330842944563586
E07000095,Broxbourne,38578,50843,1.31792731608689,951,0.0187046397734201,50834,1.31769402249987,-0.0030328166312405705,960,0.0188846267335497,0.2360705369380612
E07000172,Broxtowe,48355,55278,1.14317030296764,1046,0.0189225369948262,55269,1.14298417950574,-0.0026057284665494157,1055,0.0190881129003076,0.24043698818031106
E06000060,Buckinghamshire,212025,322926,1.52305624336753,9661,0.0299170707840186,322917,1.52301379554298,-0.002844004244782404,9670,0.0299456828049226,0.1968691367632168
E07000117,Burnley,39856,39198,0.983490566037736,481,0.0122710342364406,39189,0.9832647531112,-0.002709755118426306,490,0.0125031895891809,0.28539060807166916
E08000002,Bury,80716,94859,1.17521928737797,2126,0.0224122118091061,94850,1.17510778532137,-0.002899053471430624,2135,0.0225089877808352,0.2634851883845961
W06000018,Caerphilly,76287,90597,1.18758110818357,1048,0.011567711955142,90588,1.18746313264383,-0.002831412953714243,1057,0.0116680833213746,0.24293096867811445
E08000033,Calderdale,89677,95762,1.0678546338526,1646,0.0171884463565924,95753,1.06775427367106,-0.0027097249015912302,1655,0.0172838732585584,0.26270978641888587
E07000008,Cambridge,47913,41788,0.872164130820445,1796,0.0429788456016081,41779,0.87197629035961,-0.002629766451693683,1805,0.0432024892292963,0.32860304638337257
E09000007,Camden,95688,39251,0.410197725942647,3216,0.081934218236478,39242,0.410103670261684,-0.0025395033860044682,3225,0.0821802614479015,0.7141525450487595
E07000192,Cannock Chase,43026,54162,1.25882024822201,1056,0.0194970643624682,54153,1.25861107237484,-0.0027192860131083365,1065,0.0196661373121099,0.22125256569286963
E07000106,Canterbury,62784,74874,1.19256498470948,1542,0.020594598926196,74865,1.19242163608563,-0.0027236238532109694,1551,0.0207170143990597,0.24210827017404293
W06000015,Cardiff,145563,151973,1.04403591572034,2742,0.0180426786337047,151964,1.04397408682151,-0.0029677871437109285,2751,0.0181028526305399,0.31281261333259486
E07000028,Carlisle,49075,56675,1.15486500254712,744,0.0131274812527569,56666,1.15468160978095,-0.0023841059602648504,753,0.0132881571284875,0.2225028866213936
W06000010,Carmarthenshire,82801,105457,1.27361988381783,1483,0.0140626037152584,105448,1.27351118947839,-0.0027173584860085793,1492,0.0141490199053571,0.21957696257214215
E07000069,Castle Point,37394,49629,1.32719152805263,650,0.0130971810836406,49620,1.32695084772958,-0.002888163876557657,659,0.0132806674593418,0.22152327557152324
E06000056,Central Bedfordshire,110941,173383,1.56283970759232,4253,0.0245295098135342,173374,1.56275858339117,-0.0026770986380147506,4262,0.0245825522710887,0.1821034565511754
W06000008,Ceredigion,34408,38602,1.12189025807952,547,0.0141702502461012,38593,1.12162869100209,-0.0023541036968146656,556,0.0144063844120848,0.2277623820897519
E07000130,Charnwood,71668,93028,1.29804096667969,2115,0.022735090510384,93019,1.2979153876207,-0.002762739297873457,2124,0.0228337991829714,0.22370251170381303
E07000070,Chelmsford,71401,98516,1.37975658604221,2285,0.0231942019570425,98507,1.37963053738743,-0.002773070405176378,2294,0.0232874487351281,0.21132266742877212
E07000078,Cheltenham,51643,58340,1.12967875607536,1277,0.0218889269797737,58331,1.12950448269853,-0.002614100652556946,1286,0.0220462181992731,0.24065381057463348
E07000177,Cherwell,60437,91951,1.52143554445125,2592,0.0281889267109656,91942,1.52128662905174,-0.002829392590631498,2601,0.0282892661757828,0.20246314282393607
E06000049,Cheshire East,169459,230799,1.36197546309137,5989,0.0259489859141504,230790,1.36192235289952,-0.0027617299759823567,5998,0.0259888817154915,0.2153118753905698
E06000050,Cheshire West and Chester,148765,195888,1.31676133499143,4376,0.0223392959242016,195879,1.3167008368904,-0.0028434107484958957,4385,0.0223861547886461,0.22935996057207259
E07000034,Chesterfield,48085,56879,1.18288447540813,6091,0.10708697410292,56870,1.18269730685245,-0.0024331912238743287,6100,0.107260290833641,0.22468347867313512
E07000225,Chichester,51681,73082,1.41409802441903,1724,0.0235899400673216,73073,1.4139238791819,-0.0024380333197886483,1733,0.023715685469524,0.17668080466010164
E07000118,Chorley,47999,62586,1.30390216462843,1445,0.0230882305947017,62577,1.3037146607221,-0.0026250546886393005,1454,0.0232350027166097,0.21226884982989472
E09000001,City of London,4917,2328,0.473459426479561,462,0.198453608247423,2319,0.471629042098841,-0.0018303843807198998,471,0.20301724137931,0.45636331318876794
E07000071,Colchester,72428,96654,1.33448390125366,1820,0.0188300535932295,96645,1.33435963991826,-0.0024852267079030037,1829,0.0189247356331354,0.19614892845314233
W06000003,Conwy,52252,61861,1.18389726709026,934,0.015098365690823,61852,1.18372502487943,-0.002583633162366902,943,0.0152458247781029,0.22420041772927884
E07000029,Copeland,32775,35862,1.0941876430206,385,0.0107355975684569,35853,1.09391304347826,-0.002196796338672718,394,0.010989010989011,0.21024942222414977
E06000052,Cornwall,244361,313048,1.28108822602625,5229,0.0167035087270962,313039,1.28105139527175,-0.0026886450783880733,5238,0.0167326859187324,0.22028992526275143
E07000079,Cotswold,37540,57052,1.51976558337773,1398,0.0245039612984646,57043,1.51952583910495,-0.002637187000532715,1407,0.0246651707453895,0.1849719788449952
E06000047,County Durham,232513,251049,1.07972027370513,4068,0.0162040079825054,251040,1.079681566192,-0.002515988353339344,4077,0.0162403750781745,0.2507846602834706
E08000026,Coventry,129362,147737,1.14204325845302,2360,0.0159743327670116,147728,1.1419736862448,-0.0029220327453192843,2369,0.0160361201930562,0.26801820898870155
E07000163,Craven,25340,31557,1.24534333070245,608,0.0192667237063092,31548,1.24498816101026,-0.0024861878453038776,617,0.0195568797743193,0.20626684410176294
E07000226,Crawley,44628,55442,1.2423142421798,985,0.0177663143465243,55433,1.24211257506498,-0.002621672492605521,994,0.0179312335389833,0.2173123925673029
E09000008,Croydon,146946,135755,0.923842772174812,3725,0.0274391366800486,135746,0.923781525186123,-0.0027561144910374824,3734,0.027507053562878,0.3225821684792783
E07000096,Dacorum,62261,84600,1.35879603604182,2191,0.0258983451536643,84591,1.35865148327203,-0.0031801609354169856,2200,0.0260071874408928,0.2418477296375475
E06000005,Darlington,48885,55090,1.12693055129385,2716,0.0493011435832274,55081,1.12674644574,-0.0025774777539122,2725,0.0494716967430377,0.2552202366107486
E07000107,Dartford,40012,56422,1.41012696191143,1338,0.0237141540533834,56413,1.40990202939118,-0.0029241227631709916,1347,0.0238770517956536,0.21857034507398174
W06000004,Denbighshire,42362,51882,1.22472971058968,897,0.0172892332600902,51873,1.22451725603135,-0.0031868183749586445,906,0.0174653969233142,0.26936793628469935
E06000015,Derby,104968,117805,1.12229441353555,3181,0.027002249480073,117796,1.12220867311943,-0.002657952899931337,3190,0.0270804859206941,0.2503288613049363
E07000035,Derbyshire Dales,32298,43175,1.33677007864264,905,0.0209612044006948,43166,1.33649142361756,-0.0025078952257105154,914,0.021173581671184,0.19268337560496415
E08000017,Doncaster,130366,149877,1.14966325575687,4136,0.0275959620221915,149868,1.14959421935167,-0.0026924198027092542,4145,0.0276574875391175,0.2459578303514494
E06000059,Dorset,166504,227320,1.36525248642675,4274,0.0188016892486363,227311,1.36519843367126,-0.0025945322634891156,4283,0.0188419441120574,0.19949317463396662
E07000108,Dover,49072,60309,1.22899005542876,874,0.0144920326982706,60300,1.22880665145093,-0.002567655689598929,883,0.0146432065803221,0.21839389897016145
E08000027,Dudley,135661,162321,1.19651926493244,2333,0.0143727552195957,162312,1.19645292309507,-0.0028526990070838034,2342,0.0144289120403172,0.24412512261234967
E09000009,Ealing,131625,114885,0.872820512820513,7020,0.0611045828437133,114876,0.872752136752137,-0.0028034188034187757,7029,0.0611871828129216,0.35178947194916466
E07000009,East Cambridgeshire,36908,52353,1.41847295979192,1166,0.0222718850877696,52344,1.41822911022001,-0.0024384957190852247,1175,0.0224472251408922,0.1765898085386804
E07000040,East Devon,62462,86350,1.38244052383849,1623,0.0187955993051534,86341,1.38229643623323,-0.0028817521052799827,1632,0.0189015774478238,0.22534542085966425
E07000085,East Hampshire,51267,79280,1.54641387247157,2037,0.0256937436932392,79271,1.5462383209472,-0.0026332728655860103,2046,0.0258098698153194,0.17732473208088878
E07000242,East Hertfordshire,58458,84589,1.4470046871258,2222,0.0262681908995259,84580,1.44685073043895,-0.0027712203633377696,2231,0.0263770823234533,0.19855229790114604
E07000137,East Lindsey,64140,79556,1.24034923604615,1095,0.013763889587209,79547,1.24020891799189,-0.002525724976613601,1104,0.0138784130336401,0.21493100002865909
E06000011,East Riding of Yorkshire,150652,191856,1.2735045004381,3232,0.0168459678091902,191847,1.27344476010939,-0.0025688341342962025,3241,0.0168935824194154,0.21497519421841269
E07000193,East Staffordshire,51264,65720,1.28199126092385,1180,0.0179549604382228,65711,1.28181569912609,-0.0026334269662920766,1189,0.0180941076211346,0.21331802384708892
E07000244,East Suffolk,111925,141198,1.26154121063212,2379,0.0168486805762121,141189,1.26146079964262,-0.002412329685056897,2388,0.0169133791344996,0.20227271982584613
E07000061,Eastbourne,46805,47211,1.00867428693516,727,0.0153989536336871,47202,1.00848199978635,-0.0024997329345154504,736,0.0155922293074593,0.25705282174722377
E07000086,Eastleigh,53808,78782,1.46413172762415,1849,0.0234698281333299,78773,1.46396446625037,-0.002508920606601156,1858,0.023586462538401,0.18027322180771993
E07000030,Eden,24592,32247,1.31128009108653,409,0.0126833503891835,32238,1.31091411841249,-0.0025618087182823638,418,0.0129656627066596,0.19970373565897145
E07000207,Elmbridge,55023,77911,1.41597150282609,3344,0.0429207685692649,77902,1.4158079348636,-0.0029442233247913637,3353,0.04304070446581,0.21838090772169774
E09000010,Enfield,121272,116764,0.962827363282538,2866,0.0245452365455106,116755,0.962753149943928,-0.00267168018998609,2875,0.0246240021926068,0.29111022520888774
E07000072,Epping Forest,54518,71812,1.31721633222055,1983,0.0276137692864702,71803,1.31705124912873,-0.0028064125609889956,1992,0.0277421870647875,0.2220986622278538
E07000208,Epsom and Ewell,29963,39941,1.33301071321296,1193,0.0298690568588668,39932,1.33271034275607,-0.0027033341120714315,1202,0.0301004182004858,0.21106944585801615
E07000036,Erewash,50352,58093,1.15373768668573,973,0.0167490059043258,58084,1.15355894502701,-0.0026811248808388624,982,0.0169062580700697,0.23987396089896618
E07000041,Exeter,49907,54999,1.10202977538221,2242,0.040764377534137,54990,1.10184943995832,-0.002705031358326478,2251,0.0409339710134386,0.2946078985489014
E07000087,Fareham,48668,66654,1.3695652173913,1486,0.0222942359048219,66645,1.36938029095093,-0.0025889701652009583,1495,0.0224319539057108,0.19562549329423204
E07000010,Fenland,43496,57477,1.32143185580283,764,0.0132922734311116,57468,1.32122494022439,-0.0022760713628838815,773,0.0134507299587604,0.17500704849747953
W06000005,Flintshire,66868,89059,1.33186277442125,1242,0.0139458112038087,89050,1.3317281808937,-0.0026918705509360896,1251,0.0140481297234169,0.2055888304084798
E07000112,Folkestone and Hythe,48363,57086,1.18036515518061,898,0.0157306519987387,57077,1.18017906250646,-0.0026052974381241285,907,0.0158905357580854,0.239837864010856
E07000080,Forest of Dean,37205,52682,1.41599247412982,965,0.0183174518810979,52673,1.41575057115979,-0.0024190297003090265,974,0.0184910961764818,0.17285107487830664
E07000119,Fylde,37608,46380,1.23324824505424,907,0.0195558430357913,46371,1.2330089342693,-0.0021537970644543,916,0.0197532994048133,0.17829936066432361
E08000037,Gateshead,89208,80581,0.903293426598511,1438,0.0178453977984885,80572,0.903192538785759,-0.0027239709443098886,1447,0.017958869596515,0.32198009779480113
E07000173,Gedling,51560,59505,1.15409231962762,1162,0.0195277707755651,59496,1.15391776570985,-0.0026183087664855983,1171,0.0196816646217456,0.2370828073494725
E07000081,Gloucester,52428,65545,1.25019073777371,1134,0.017301090853612,65536,1.25001907377737,-0.002574959945067445,1143,0.0174405297770725,0.21578205263911027
E07000088,Gosport,34292,40229,1.17313075936078,455,0.0113102488254742,40220,1.17286830747696,-0.0026245188382129237,464,0.0115362621516123,0.22939417162252546
E07000109,Gravesham,41165,52779,1.28213287987368,1011,0.0191553458762008,52770,1.28191424754039,-0.002842220332806982,1020,0.0193287980140608,0.22749712454615578
E07000145,Great Yarmouth,45595,48504,1.06380085535695,558,0.0115042058386937,48495,1.06360346529225,-0.002566070841100897,567,0.0116916859122402,0.25755211676894296
E09000011,Greenwich,105755,76099,0.719578270530944,2015,0.0264786659483042,76090,0.719493168171718,-0.0029785825729279334,2024,0.0265997292715301,0.4458152162801441
E07000209,Guildford,55754,78584,1.40947734691681,2612,0.0332383182327191,78575,1.40931592352118,-0.002905621121354463,2621,0.0333562410914274,0.22157028903349416
W06000002,Gwynedd,53247,61347,1.1521212462674,734,0.0119647252514385,61338,1.15195222266043,-0.002873401318384096,743,0.0121130112978692,0.25881094115873504
E09000012,Hackney,103044,40662,0.394608128566438,1322,0.032511927598249,40653,0.39452078723652,-0.002620239897519444,1331,0.0327397058100064,0.7119905110528377
E06000006,Halton,55340,64893,1.17262378026744,2349,0.0361980490962045,64884,1.17246114925913,-0.0026020961329960104,2358,0.0363412190799106,0.24158924605827461
E07000164,Hambleton,40295,55682,1.38185879141333,1053,0.0189109586580942,55673,1.38163543864003,-0.002680233279563195,1062,0.0190753313934691,0.20144025917968653
E09000013,Hammersmith and Fulham,79761,44166,0.553729266182721,5690,0.12883213331522,44157,0.553616429081882,-0.002820927520968848,5699,0.129059287105394,0.587269255721414
E07000131,Harborough,37075,63523,1.71336480107889,2351,0.0370102167718779,63514,1.71312204989885,-0.0024275118004045285,2360,0.0371565771864914,0.1557877440015095
E09000014,Haringey,103782,60684,0.584725674972539,2148,0.0353964801265572,60675,0.584638954732034,-0.003121928658148765,2157,0.0355494759048059,0.5704739047643009
E07000073,Harlow,35497,44595,1.25630334957884,941,0.0211010202937549,44586,1.25604980702595,-0.002788968081809653,950,0.0213066588916052,0.2343452108876544
E07000165,Harrogate,70589,94055,1.33243139865985,3416,0.0363191749508266,94046,1.33230390004108,-0.0026774709940642063,3425,0.0364179612321499,0.2132912586948579
E09000015,Harrow,85499,96410,1.12761552766699,3564,0.0369671195934032,96401,1.12751026327793,-0.0031579316717154056,3573,0.0370635463994523,0.2945829619702282
E07000089,Hart,38587,63592,1.64801617124938,1950,0.030664234494905,63583,1.64778293207557,-0.0025656309119651086,1959,0.0308096376446905,0.1608988950472084
E06000001,Hartlepool,41899,41723,0.995799422420583,509,0.0121995062675263,41714,0.995584620157999,-0.002362824888422099,518,0.0124175955891166,0.2556120576118509
E07000062,Hastings,40438,39488,0.976507245660023,485,0.0122822123176661,39479,0.97628468272417,-0.0024481922943765545,494,0.0125126646403242,0.2707022340387314
E07000090,Havant,53120,66643,1.25457454819277,1269,0.0190417598247378,66634,1.25440512048193,-0.002880271084337324,1278,0.0191791100772867,0.24083156043950063
E09000016,Havering,99597,112431,1.12885930299105,2496,0.022200282840142,112422,1.12876893882346,-0.002710925027862219,2505,0.0222819174012435,0.2489711673988791
E06000019,"Herefordshire, County of",82197,110684,1.34656982614937,2021,0.0182591883199017,110675,1.34646033310218,-0.002518340085404543,2030,0.0183418265929379,0.19681421809378594
E07000098,Hertsmere,41981,54490,1.29796812843906,2033,0.0373095980913929,54481,1.29775374574212,-0.0027869750601461885,2042,0.0374802687126023,0.22275959039107723
E07000037,High Peak,40766,48163,1.18145022813129,889,0.0184581525237215,48154,1.18122945591915,-0.0024284943335131444,898,0.0186481154604922,0.21378905533662954
E09000017,Hillingdon,103700,131484,1.26792671166827,10607,0.0806714124912537,131475,1.26783992285439,-0.002777242044358693,10616,0.0807447747117345,0.23417295507605962
E07000132,Hinckley and Bosworth,48325,65675,1.35902741852043,1290,0.0196421773886563,65666,1.35884117951371,-0.0026073460941540656,1299,0.0197816254739824,0.19836742542115104
E07000227,Horsham,57266,90300,1.57685188418957,2273,0.025171650055371,90291,1.57669472287221,-0.002514581077777321,2282,0.0252735569042662,0.16523104943446285
E09000018,Hounslow,97646,94215,0.964862872007046,3326,0.0353022342514462,94206,0.964770702332917,-0.0026729205497408484,3335,0.0354007663974015,0.29061965591866656
E07000011,Huntingdonshire,72837,106859,1.46709776624518,2866,0.0268203894852095,106850,1.46697420267172,-0.002718398616087936,2875,0.0269066269852411,0.19509089292542464
E07000120,Hyndburn,34149,37662,1.10287270491083,543,0.0144177154691732,37653,1.10260915400158,-0.002371958183255696,552,0.0146597970999097,0.21915972507167425
E07000202,Ipswich,59518,63779,1.07159178735845,1058,0.0165885322755139,63770,1.07144057259989,-0.00241943613696691,1067,0.016731743268884,0.23055926543547503
W06000001,Isle of Anglesey,33795,39264,1.1618286728806,493,0.0125560309698452,39255,1.16156236129605,-0.002396804260985319,502,0.0127878540859996,0.21035135428645105
E06000046,Isle of Wight,64726,73311,1.13263603497822,1268,0.0172961765628623,73302,1.13249698730031,-0.0025028582022679864,1277,0.0174208422574792,0.2285550485611199
E06000053,Isles of Scilly,941,578,0.614240170031881,48,0.0830449826989619,569,0.604675876726886,-0.0095642933049947,57,0.1,1.69550173010381
E09000019,Islington,94666,33463,0.353484883696364,1948,0.0582135492932493,33454,0.353389812604314,-0.0021866351171486668,1957,0.058496487819459,0.6602182010999565
E09000020,Kensington and Chelsea,68830,38226,0.555368298706959,2875,0.0752105896510229,38217,0.555237541769577,-0.002745895685021024,2884,0.0754618242712858,0.5614622259581531
E07000146,King's Lynn and West Norfolk,65535,86422,1.3187151903563,1248,0.0144407673971905,86413,1.31857785915923,-0.0026092927443349925,1257,0.0145462540792001,0.20640500243927506
E06000010,"Kingston upon Hull, City of",114602,100364,0.875761330517792,1064,0.0106014108644534,100355,0.875682797856931,-0.002591577808415164,1073,0.010691936705329,0.3089482979693204
E09000021,Kingston upon Thames,65054,63223,0.971854151935315,2240,0.0354301440931307,63214,0.971715805330956,-0.0027669320871890734,2249,0.0355769991299533,0.3045432427956175
E08000034,Kirklees,178105,202624,1.13766598354903,3451,0.0170315461149716,202615,1.13761545155947,-0.0029813873838465538,3460,0.0170766375804477,0.27240218718939685
E08000011,Knowsley,65010,64052,0.985263805568374,999,0.0155967026790733,64043,0.985125365328411,-0.002768804799261583,1008,0.0157391793142215,0.29380169359617525
E09000022,Lambeth,132751,59939,0.451514489533036,2018,0.0336675620213884,59930,0.451446693433571,-0.0023728634812543426,2027,0.0338222288965644,0.5679816250571192
E07000121,Lancaster,60800,65275,1.07360197368421,1120,0.0171581769436997,65266,1.07345394736842,-0.0026644736842104926,1129,0.0172981751880736,0.2840084389151337
E08000035,Leeds,338576,342806,1.01249350219744,17567,0.0512447273384947,342797,1.01246692027787,-0.0028442653938849233,17576,0.0512721777840011,0.3271723861468067
E06000016,Leicester,123109,131882,1.07126205232761,2954,0.0223988110583704,131873,1.07118894638085,-0.0027780259769797093,2963,0.0224684168221181,0.28076552560837315
E07000063,Lewes,43651,51457,1.17882751826991,1095,0.0212799036088384,51448,1.1786213374264,-0.002680350965613573,1104,0.0214581430154133,0.2408408728524354
E09000023,Lewisham,118257,73603,0.622398674074262,1745,0.0237082727606212,73594,0.622322568642871,-0.0028159009614652356,1754,0.0238331408383722,0.47645939440356144
E07000194,Lichfield,42967,62663,1.45839830567645,1551,0.0247514482230343,62654,1.45818884260014,-0.002513556915772482,1560,0.0248982523342112,0.17943509564394258
E07000138,Lincoln,40870,40040,0.979691705407389,579,0.0144605394605395,40031,0.979471494984096,-0.0024223146562270237,588,0.0146882494004796,0.2604708648664975
E08000012,Liverpool,206515,163575,0.792073215020701,2438,0.0149044780681645,163566,0.792029634651236,-0.0026584025373459076,2447,0.0149602303643155,0.3657113608464969
E06000032,Luton,76355,91490,1.19821884617903,1104,0.0120668925565636,91481,1.19810097570559,-0.002593150415820817,1113,0.0121663278021906,0.22488134291654846
E07000110,Maidstone,69036,98450,1.42606755895475,1947,0.0197765363128492,98441,1.42593719218958,-0.00247696853815392,1956,0.0198695678673737,0.17970537155496202
E07000074,Maldon,27229,41651,1.52965588159683,742,0.0178146983265708,41642,1.52932535164714,-0.002644239597487925,751,0.0180342434502798,0.17953422869388244
E07000235,Malvern Hills,34895,50745,1.45421980226393,1062,0.0209281702630801,50736,1.45396188565697,-0.002837082676601224,1071,0.0211088554703668,0.20417933313300365
E08000003,Manchester,207417,174949,0.843465096882126,3028,0.0173079011597666,174940,0.84342170603181,-0.0025600601686457183,3037,0.0173601385610006,0.33231449672139596
E07000174,Mansfield,47402,55461,1.17001392346315,882,0.0159030670200682,55452,1.16982405805662,-0.0024682502847980523,891,0.0160676609020251,0.22095984514877465
E06000035,Medway,107244,138169,1.28836112043564,2483,0.0179707459705144,138160,1.28827719965686,-0.0031889895938233934,2492,0.0180369279319055,0.2601625859859026
E07000133,Melton,22615,30721,1.35843466725625,598,0.0194655121903584,30712,1.35803670130444,-0.002387795710811326,607,0.0197636180119168,0.18072253894993462
E07000187,Mendip,49796,67628,1.35810105229336,1370,0.0202578813509197,67619,1.35792031488473,-0.002530323720780736,1379,0.0203933747412008,0.19330059488389542
W06000024,Merthyr Tydfil,26180,27916,1.06631016042781,247,0.0088479724888952,27907,1.06596638655462,-0.0024064171122994533,256,0.0091729969901103,0.2331984534142453
E09000024,Merton,80628,68245,0.846418117775463,3184,0.0466554326324273,68236,0.846306494021928,-0.0027905938383687616,3193,0.0467927956973489,0.3544881197572328
E07000042,Mid Devon,34985,48106,1.37504644847792,766,0.0159231696669854,48097,1.37478919536944,-0.002829784193225658,775,0.0161129360888187,0.2155729972323993
E07000203,Mid Suffolk,43881,67620,1.54098584808915,1612,0.0238391008577344,67611,1.54078074793191,-0.002461201886921385,1621,0.02397503401763,0.1656749800502761
