"","LAD22CD","TotHhold","VehsReg","CarOwnRates","EVReg","EVRate","CarRedincCC","CCCarOwn","CCredCarOwn","EVincCC","EVRateincCC","ChangeEVuptake"
"90","E07000064",42098,54013,1.28303007268754,976,0.0180697239553441,54004,1.2828162858093,-0.0123996389377168,985,0.0182390519396352,NA
"91","E07000065",65667,101149,1.54033228257725,2273,0.022471799029155,101140,1.54019522743539,-0.0130202384759468,2282,0.0225625611769708,0.910411229775978
"92","E07000066",74834,98085,1.31070101825373,2230,0.0227353825763369,98076,1.31058075206457,-0.0132292808081888,2239,0.0228290017027438,NA
"93","E07000067",64381,88972,1.38196051630139,1500,0.0168592366137661,88963,1.38182072350538,-0.0121619732529784,1509,0.0169619171799829,NA
"94","E07000068",31026,41253,1.329626764649,1031,0.0249921217850823,41244,1.32933668536067,-0.0133436472635854,1040,0.0252151775972845,1.06503410770519
"95","E07000069",37384,49629,1.32754654397603,650,0.0130971810836406,49620,1.32730579927242,-0.0137224481061417,659,0.0132806674593418,NA
"96","E07000070",71397,98516,1.37983388657787,2285,0.0231942019570425,98507,1.37970783086124,-0.0134879616790621,2294,0.0232874487351281,1.06525473084136
"97","E07000071",72435,96654,1.33435493891075,1820,0.0188300535932295,96645,1.33423068958376,-0.0130461793331953,1829,0.0189247356331354,NA
"98","E07000072",54560,71812,1.31620234604106,1983,0.0276137692864702,71803,1.31603739002933,-0.012866568914956,1992,0.0277421870647875,1.05618038282733
"99","E07000073",35470,44595,1.25725965604736,941,0.0211010202937549,44586,1.25700592049619,-0.0137017197631801,950,0.0213066588916052,1.19490316390173
"100","E07000074",27224,41651,1.52993682045254,742,0.0178146983265708,41642,1.52960622979724,-0.0132236262121658,751,0.0180342434502798,0.923006572471213
"101","E07000075",35552,50495,1.42031390639064,890,0.0176255074759877,50486,1.42006075607561,-0.0134169666966697,899,0.0178065640659972,0.998035575274674
"102","E07000076",67454,81170,1.20333857147093,1116,0.013748922015523,81161,1.20320514721143,-0.011874759095087,1125,0.0138611665557773,NA
"103","E07000077",35546,59642,1.6778821808361,1782,0.0298782736997418,59633,1.67762898779047,-0.0116468800990266,1791,0.0300332025354663,0.775665874119496
"104","E07000078",51643,58340,1.12967875607536,1277,0.0218889269797737,58331,1.12950448269853,-0.0130705032627849,1286,0.0220462181992731,NA
"105","E07000079",37529,57052,1.52021103679821,1398,0.0245039612984646,57043,1.51997122225479,-0.0122305417144075,1407,0.0246651707453895,0.889383854835287
"106","E07000080",37216,52682,1.4155739466896,965,0.0183174518810979,52673,1.41533211521926,-0.012091573516767,974,0.0184910961764818,0.888939402952223
"107","E07000081",52452,65545,1.24961869900099,1134,0.017301090853612,65536,1.24944711355144,-0.0133836650652025,1143,0.0174405297770725,NA
"108","E07000082",50498,74650,1.47827636738089,1886,0.025264567983925,74641,1.47809814250069,-0.012297516733336,1895,0.0253878513437475,0.888049167167137
"109","E07000083",37661,57291,1.52122885743873,1348,0.0235290010647397,57282,1.52098988343379,-0.0119487002469398,1357,0.0236894017422272,NA
"110","E07000084",73184,102636,1.40243769129864,2356,0.022954908609065,102627,1.4023147135986,-0.0134045693047661,2365,0.0230443933429473,NA
"111","E07000085",51276,79280,1.54614244480849,2037,0.0256937436932392,79271,1.54596692409704,-0.0126374912239644,2046,0.0258098698153194,0.88808167535308
"112","E07000086",53811,78782,1.46405010128041,1849,0.0234698281333299,78773,1.46388284923157,-0.0128784077604951,1858,0.023586462538401,0.950540675931503
"113","E07000087",48636,66654,1.37046632124352,1486,0.0222942359048219,66645,1.37028127313101,-0.0135085122131754,1495,0.0224319539057108,NA
"114","E07000088",34317,40229,1.17227613136346,455,0.0113102488254742,40220,1.17201387067634,-0.013899816417519,464,0.0115362621516123,NA
"115","E07000089",38596,63592,1.64763187895119,1950,0.030664234494905,63583,1.6473986941652,-0.0132915328013266,1959,0.0308096376446905,0.855720712716133
"116","E07000090",53119,66643,1.25459816638114,1269,0.0190417598247378,66634,1.25442873548071,-0.0132156102336264,1278,0.0191791100772867,NA
"117","E07000091",77565,109802,1.41561271191904,2230,0.0203092839838983,109793,1.4154966802037,-0.0132276155482499,2239,0.0203927354864565,0.971254425180157
"118","E07000092",37974,53897,1.41931321430452,4809,0.0892257454032692,53888,1.41907621003845,-0.0137462474324538,4818,0.0894060012247397,NA
"119","E07000093",48807,78240,1.60304874300818,1981,0.0253195296523517,78231,1.60286434322945,-0.0130923842891389,1990,0.0254371612639329,NA
"120","E07000094",50489,72939,1.44465131018638,2408,0.0330138883176353,72930,1.44447305353641,-0.0124779654974351,2417,0.0331409140146166,NA
"121","E07000095",38602,50843,1.31710792186933,951,0.0187046397734201,50834,1.31687477332781,-0.0130563183254754,960,0.0188846267335497,1.03497898157281
"122","E07000096",62230,84600,1.35947292302748,2191,0.0258983451536643,84591,1.35932829824843,-0.0135947292302748,2200,0.0260071874408928,1.05934275243905
"123","E07000098",41999,54490,1.29741184313912,2033,0.0373095980913929,54481,1.29719755232267,-0.0132860306197767,2042,0.0374802687126023,1.08737586339659
"124","E07000099",56734,72393,1.27600733246378,1918,0.0264942743082895,72384,1.27584869743011,-0.0130080727606021,1927,0.0266215376113836,1.07433766860995
"125","E07000102",35693,50807,1.42344437284622,1700,0.0334599563052335,50798,1.42319222256465,-0.0133639649230942,1709,0.0336423945353255,1.01205015437942
"126","E07000103",36734,43949,1.1964120433386,1090,0.0248014744362784,43940,1.19616703871073,-0.0129852452768552,1099,0.0250108099497053,1.14147466563107
"127","E07000105",51738,74388,1.4377826742433,1494,0.0200838844974996,74379,1.43760872086281,-0.0135683636785342,1503,0.0202070449045442,NA
"128","E07000106",62711,74874,1.19395321394971,1542,0.020594598926196,74865,1.19380969845801,-0.0129163942530019,1551,0.0207170143990597,NA
"129","E07000107",39992,56422,1.41083216643329,1338,0.0237141540533834,56413,1.41060712142428,-0.0130526105221044,1347,0.0238770517956536,1.03362589836975
"130","E07000108",49065,60309,1.22916539284622,874,0.0144920326982706,60300,1.22898196270254,-0.0122898196270254,883,0.0146432065803221,NA
"131","E07000109",41170,52779,1.28197716784066,1011,0.0191553458762008,52770,1.28175856205975,-0.0139907699781394,1020,0.0193287980140608,1.16127913479866
"132","E07000110",69089,98450,1.42497358479642,1947,0.0197765363128492,98441,1.42484331803905,-0.0123753419502381,1956,0.0198695678673737,NA
"133","E07000111",48356,71033,1.46895938456448,2005,0.0282263173454592,71024,1.46877326495161,-0.0137728513524692,2014,0.0283562126011968,1.00014734845975
"134","E07000112",48339,57086,1.18095119882497,898,0.0157306519987387,57077,1.18076501375701,-0.0124743995531558,907,0.0158905357580854,NA
"135","E07000113",57637,78760,1.3664833353575,1134,0.0143981716607415,78751,1.36632718566199,-0.013272724118188,1143,0.0145139171068671,NA
"136","E07000114",60939,66532,1.09178030489506,962,0.0144592075993507,66523,1.09163261622278,-0.0124058484714222,971,0.0145962359449221,NA
"137","E07000115",49926,75865,1.51954893241998,1940,0.0255717392737099,75856,1.51936866562513,-0.0129792092296599,1949,0.0256930804012814,0.937853516683358
"138","E07000116",47633,63416,1.33134591564672,1543,0.0243313990160212,63407,1.33115697100749,-0.0128482354670082,1552,0.0244764067625536,1.02807980789531
"139","E07000117",39872,39198,0.983095906902087,481,0.0122710342364406,39189,0.98287018459069,-0.0135433386837881,490,0.0125031895891809,NA
"140","E07000118",47980,62586,1.30441850771155,1445,0.0230882305947017,62577,1.30423092955398,-0.012380158399333,1454,0.0232350027166097,1.05008640006021
"141","E07000119",37610,46380,1.23318266418506,907,0.0195558430357913,46371,1.23294336612603,-0.0122042010103696,916,0.0197532994048133,1.06617157922397
"142","E07000120",34153,37662,1.10274353643897,543,0.0144177154691732,37653,1.1024800163968,-0.0137030421924868,552,0.0146597970999097,NA
"143","E07000121",60812,65275,1.07339012037098,1120,0.0171581769436997,65266,1.07324212326515,-0.0131717424192594,1129,0.0172981751880736,NA
"144","E07000122",38067,43165,1.13392176951165,513,0.0118846287501448,43156,1.13368534426143,-0.0134762392623532,522,0.0120953727089464,NA
"145","E07000123",58614,65972,1.12553314907701,1215,0.0184169041411508,65963,1.12537960214283,-0.0132050363394411,1224,0.0185555757686011,NA
"146","E07000124",27643,36369,1.31566761928879,809,0.0222442189777008,36360,1.31534203957602,-0.0130231885106537,818,0.0224966310057479,1.05264897770475
"147","E07000125",30559,35763,1.17029353054747,586,0.0163856499734362,35754,1.16999901829248,-0.0126640269642331,595,0.0166410292266816,NA
"148","E07000126",49265,61751,1.25344565107074,1214,0.0196596006542404,61742,1.25326296559424,-0.0127879833553233,1223,0.0198079134476783,NA
"149","E07000127",48526,61604,1.26950500762478,1352,0.0219466268424128,61595,1.26931954004039,-0.0135391336603058,1361,0.0220955906227677,NA
"150","E07000128",50768,61700,1.21533249290892,1149,0.0186223662884927,61691,1.21515521588402,-0.0122321147179326,1158,0.0187706671853725,NA
"151","E07000129",42576,58704,1.37880496054115,1373,0.023388525483783,58695,1.37859357384442,-0.0126832018038332,1382,0.0235450456589887,NA
"152","E07000130",71626,93028,1.29880211096529,2115,0.022735090510384,93019,1.29867645826934,-0.0124396168988915,2124,0.0228337991829714,NA
"153","E07000131",37110,63523,1.71174885475613,2351,0.0370102167718779,63514,1.71150633252493,-0.0113985448666128,2360,0.0371565771864914,0.779754195065003
"154","E07000132",48355,65675,1.35818426222728,1290,0.0196421773886563,65666,1.35799813876538,-0.0122841484851618,1299,0.0197816254739824,0.958482250059668
"155","E07000133",22599,30721,1.35939643347051,598,0.0194655121903584,30712,1.35899818576043,-0.01194743130227,607,0.0197636180119168,0.934662871902977
"156","E07000134",43654,61677,1.41286021899482,1395,0.0226178316065957,61668,1.41265405232052,-0.0119576671095432,1404,0.0227667061246331,0.901432074314079
"157","E07000135",22618,31189,1.3789459722345,553,0.0177306101510148,31180,1.378548059068,-0.0143248739941639,562,0.0180237965427664,NA
"158","E07000136",27619,36826,1.33335747130599,453,0.0123010916200511,36817,1.33303160867519,-0.011731054708715,462,0.0125482101146179,NA
"159","E07000137",64109,79556,1.24094900871952,1095,0.013763889587209,79547,1.24080862281427,-0.0113712583256641,1104,0.0138784130336401,NA
"160","E07000138",40886,40040,0.979308320696571,579,0.0144605394605395,40031,0.979088196448662,-0.0125470821308027,588,0.0146882494004796,NA
"161","E07000139",49569,69145,1.39492424700922,1392,0.0201316074915034,69136,1.39474268191813,-0.0116201658294499,1401,0.0202641132823235,NA
"162","E07000140",39498,56182,1.42240113423464,873,0.0155387846641273,56173,1.42217327459618,-0.0111651222846727,882,0.0157012140848079,0.832868828329347
"163","E07000141",61145,81618,1.33482705045384,1473,0.0180474895243696,81609,1.33467985935072,-0.0119224793523591,1482,0.018159539272148,NA
"164","E07000142",41732,55771,1.33640851145404,1016,0.0182173531046601,55762,1.33619284961181,-0.0112144157960318,1025,0.018381363986873,NA
"165","E07000143",59229,82131,1.38666869270121,1337,0.0162788715588511,82122,1.38651674011042,-0.0118523020817505,1346,0.0163900490727324,NA
"166","E07000144",57086,79610,1.39456258977683,1547,0.0194322321316418,79601,1.39440493290824,-0.0132431769610763,1556,0.0195472475565941,0.989188576570834
"167","E07000145",45618,48504,1.06326450085493,558,0.0115042058386937,48495,1.06306721031172,-0.0120347231356044,567,0.0116916859122402,NA
"168","E07000146",65583,86422,1.31775002668374,1248,0.0144407673971905,86413,1.31761279599896,-0.0122135309455194,1257,0.0145462540792001,NA
"169","E07000147",48831,60614,1.2413016321599,945,0.0155904576500478,60605,1.24111732301202,-0.0114271671683971,954,0.0157410157410157,NA
"170","E07000148",63004,53317,0.846247857278903,819,0.015360954292252,53308,0.846105009205765,-0.0118563900704717,828,0.0155320865144722,NA
"171","E07000149",58107,87001,1.49725506393378,1829,0.0210227468649786,86992,1.49710017725919,-0.0125458206412308,1838,0.0211281367466348,0.921359361244492
"172","E07000163",25355,31557,1.2446065864721,608,0.0192667237063092,31548,1.24425162689805,-0.0113587063695523,617,0.0195568797743193,0.974163256899101
"173","E07000164",40260,55682,1.38306010928962,1053,0.0189109586580942,55673,1.38283656234476,-0.0116244411326379,1062,0.0190753313934691,0.919634176047678
"174","E07000165",70580,94055,1.33260130348541,3416,0.0363191749508266,94046,1.33247378860867,-0.0132615471805044,3425,0.0364179612321499,1.11748718135619
"175","E07000166",21045,27449,1.30430030886196,390,0.0142081678749681,27440,1.30387265383702,-0.0145402708481825,399,0.0145402864327102,NA
"176","E07000167",23396,32179,1.37540605231664,595,0.0184903197737655,32170,1.37502137117456,-0.0115404342622671,604,0.0187746728420006,0.876155912047786
"177","E07000168",54412,51037,0.937973241196795,605,0.0118541450320356,51028,0.937807836506653,-0.0117437330000735,614,0.0120323737482608,NA
"178","E07000169",37760,52867,1.40007944915254,1048,0.0198233302438194,52858,1.39984110169492,-0.0119173728813559,1057,0.0199965947142398,NA
"179","E07000170",52915,62613,1.18327506378154,1030,0.016450257933656,62604,1.1831049796844,-0.0125862231881319,1039,0.0165961185208849,NA
"180","E07000171",52319,64483,1.23249679848621,1149,0.0178186498767117,64474,1.23232477684971,-0.0120415145549418,1158,0.017960449786739,NA
"181","E07000172",48363,55278,1.14298120463991,1046,0.0189225369948262,55269,1.14279511196576,-0.0132125798647726,1055,0.0190881129003076,NA
"182","E07000173",51552,59505,1.15427141527002,1162,0.0195277707755651,59496,1.15409683426443,-0.0134427374301676,1171,0.0196816646217456,NA
"183","E07000174",47422,55461,1.16952047572856,882,0.0159030670200682,55452,1.16933069039686,-0.0127156172240732,891,0.0160676609020251,NA
"184","E07000175",51017,67915,1.33122292569144,1476,0.0217330486637709,67906,1.33104651390713,-0.0123488249015034,1485,0.0218681431958414,1.00973066179884
"185","E07000176",49179,64363,1.30874966957441,1970,0.0306076472507497,64354,1.30856666463328,-0.0124443359970719,1979,0.0307513013751845,1.04552437762952
"186","E07000177",60461,91951,1.52083161045964,2592,0.0281889267109656,91942,1.52068275417211,-0.0138436347397496,2601,0.0282892661757828,NA
"187","E07000178",54900,48542,0.884189435336976,1652,0.0340323843269746,48533,0.884025500910747,-0.0136065573770492,1661,0.034223430996827,NA
"188","E07000179",58749,88567,1.50754906466493,2636,0.0297627784615037,88558,1.50739587056801,-0.0136342746259511,2645,0.0298670942535485,0.982110719043156
"189","E07000180",54177,79856,1.47398342470052,2387,0.0298913043478261,79847,1.47381730254536,-0.0126252837920151,2396,0.0300070133253181,0.947275088918492
"190","E07000181",46849,67869,1.44867553202843,1627,0.0239726531995462,67860,1.44848342547333,-0.0126790326367692,1636,0.0241081033288634,NA
"191","E07000187",49773,67628,1.35872862797099,1370,0.0202578813509197,67619,1.35854780704398,-0.0119341811825689,1379,0.0203933747412008,0.959162934503887
"192","E07000188",50895,72257,1.41972688869241,1183,0.0163721161963547,72248,1.41955005403281,-0.0123784261715296,1192,0.0164984982491107,NA
"193","E07000189",73985,104334,1.41020477123741,1708,0.0163705024249046,104325,1.41008312495776,-0.0125295668040819,1717,0.0164580258037306,NA
"194","E07000192",42993,54162,1.25978647686833,1056,0.0194970643624682,54153,1.25957714046473,-0.0125601842160352,1065,0.0196661373121099,NA
